seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
0000,0.708079667243887,0.691762232106846,0.48982277112210404,0.708079667243887,0.708079667243887,0.708079667243887,0.708079667243887,0.708079667243887,0.708079667243887,0.708079667243887,0.708079667243887,0.6900442261815473,0.6757883722327946,0.6563631292975264,0.5986207224128496,0.5129518777509242,0.3254095461977448,0.2511581629552844,0.15643242013638903,0.06360405783115639,0.016229909478670045,0.0,0.5058547243382097,0.759090909090909,0.759090909090909,0.759090909090909,0.759090909090909,0.759090909090909,0.759090909090909,0.759090909090909,0.759090909090909,0.72,0.6753246753246753,0.6398305084745762,0.5236220472440944,0.4124087591240876,0.26058631921824105,0.1762917933130699,0.08403361344537816,0.032,0.0078125,0.0,0.5055072362563893,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.6604964032103415,0.66133476956457,0.6762523875282473,0.6733229375516091,0.6843614992686379,0.6380068877466066,0.4063581429535377,0.3578182604737084,0.2912061146297599,0.12642113039340894,0.03371647509578544,0.0,0.5175142016257159,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7767441860465116,0.7534883720930232,0.7255813953488373,0.7023255813953488,0.6186046511627907,0.5255813953488372,0.37209302325581395,0.26976744186046514,0.13953488372093023,0.05581395348837209,0.013953488372093023,0.0,0.5468788249694003,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9709302325581395,0.9418604651162791,0.9069767441860465,0.877906976744186,0.7732558139534884,0.6569767441860465,0.46511627906976744,0.3372093023255814,0.1744186046511628,0.06976744186046512,0.01744186046511628,0.0,0.6835985312117503,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6779888450665558,0.6731942620953589,0.6856960357087132,0.6854440965698908,0.7070835813395671,0.6903247034420459,0.5102496685548524,0.4661085773669735,0.40441066418296023,0.20897829768797513,0.054915514592933944,0.0,0.5531745348459852,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.9240734217838832,0.925361090938433,0.9392872922284687,0.932087233849992,0.9142116382489611,0.8441587780137931,0.6735495071684588,0.5720587656071527,0.4664710438903988,0.26784073155040894,0.20967741935483872,0.0,0.7440679407958932,0.691762232106846,0.691762232106846,0.691762232106846,0.691762232106846,0.691762232106846,0.691762232106846,0.691762232106846,0.691762232106846,0.6997893876652185,0.7087463575671855,0.7148043048915202,0.734508776444122,0.753765697185349,0.786124147722168,0.8104769788054147,0.8444003188599165,0.8772385745487742,0.9031213730005314,1.0,0.7561617775549984,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7162658313072495,0.7059093843601475,0.7004827984688334,0.6876713776090714,0.6506529078735607,0.5790721460267542,0.3888483379625019,0.3106890998714855,0.2015773086031447,0.08400037554514354,0.02169014622350449,0.0,0.5295116070001127,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,162.0,156.0,151.0,133.0,113.0,80.0,58.0,30.0,12.0,3.0,0.0,117.57894736842105,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,53.0,59.0,64.0,82.0,102.0,135.0,157.0,185.0,203.0,212.0,215.0,97.42105263157895,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,16.0,21.0,39.0,59.0,92.0,114.0,142.0,160.0,169.0,172.0,54.421052631578945,0.627906976744186,0.7087463575671855,0.6511627906976745,0.7255813953488373,0.9069767441860465,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4165787524673532,0.8062015503875969,0.1038961038961039,0.647911767421693,110.56443178048094,156,59,16,5,5,3,1,4.0,154,0.6718346253229974,0.6046511627906976,0.7558139534883721,130,85,42,172,215,16,9
0001,0.7351361682697208,0.696678237644347,0.5121533701387673,0.7351361682697208,0.7349380851545764,0.7343770170560205,0.7334320282997356,0.7328379134191255,0.7321555558065554,0.7296252956730022,0.7262685910301568,0.7207263462120841,0.6993841274335957,0.6509176448943113,0.5564307401937523,0.4562245439346491,0.3647078531777652,0.2743771923962798,0.1784338616063734,0.10286278014504466,0.031100635097381608,0.008016094021355717,0.5211553933590256,0.7478411053540587,0.7470867501078982,0.7448275862068966,0.7410752688172043,0.738831615120275,0.7358490566037735,0.732135216089003,0.7284372331340735,0.7203569910752231,0.6908939014202172,0.6276638520305589,0.4948301329394387,0.36895502198173824,0.27175620483820295,0.18779342723004694,0.10843373493975904,0.05361790733992712,0.01250625312656328,0.0017322444939371442,0.49761176330783125,0.7226470730602965,0.722986974314116,0.724073078343651,0.7258676180010937,0.7268928350569712,0.7284805940670647,0.7271239798157717,0.7241064052252333,0.7210958907317356,0.707978687755918,0.6750329480725433,0.6256999079529788,0.5641360656114899,0.48945273668627487,0.4008811427411869,0.2936230407026978,0.19733615249263428,0.07734127029670036,0.037095088819226754,0.5574658678814518,0.7623239436619719,0.7618838028169014,0.7605633802816901,0.758362676056338,0.7570422535211268,0.7552816901408451,0.753080985915493,0.7508802816901409,0.7460387323943662,0.7279929577464789,0.6870598591549296,0.5897887323943662,0.480193661971831,0.3807218309859155,0.28169014084507044,0.1742957746478873,0.09066901408450705,0.022007042253521125,0.0030809859154929575,0.5391030392883618,0.9752252252252253,0.9746621621621622,0.972972972972973,0.9701576576576577,0.9684684684684685,0.9662162162162162,0.9634009009009009,0.9605855855855856,0.9543918918918919,0.9313063063063063,0.8789414414414415,0.7545045045045045,0.6143018018018018,0.48704954954954954,0.36036036036036034,0.22297297297297297,0.11599099099099099,0.028153153153153154,0.003941441441441441,0.6896633475580844,0.7321632532823656,0.7325036958649337,0.7335467640373181,0.7353272074837962,0.7363185035544353,0.7379148472248056,0.7375731010471706,0.735387917009393,0.7338627042353548,0.7255815277240096,0.7023332331777208,0.6647984663600082,0.6247504401165661,0.5683431372780263,0.4952647340317375,0.38328516855566636,0.2796360350532345,0.11381626850903662,0.052644916059550205,0.5907922063476384,0.9768976140067783,0.9769805511995416,0.9776929016935225,0.9790901809317784,0.9797978963636362,0.980851371313535,0.9799366592267416,0.9777630602577374,0.9732042402041166,0.9581161454554247,0.9252310211229162,0.8747070059380357,0.81660029728214,0.7483804290682157,0.6629961266011196,0.5447194854666867,0.40158075135750493,0.21607315044903236,0.11735289727176136,0.7930511465900119,0.696678237644347,0.6970342806004272,0.6980237528594022,0.6995328075006851,0.7003886662614748,0.7013830145295779,0.7024713459310787,0.703443869252234,0.7052405173024651,0.7107960754418627,0.7216271667916199,0.7455655231972548,0.7729038203766221,0.7984918280004665,0.8241619677230293,0.855152982553875,0.884048401290209,0.9237627342477157,0.9606983126030618,0.7632318581109162,0.7422204299337942,0.7421806150645031,0.742093975205308,0.7419372677322181,0.7418143904777598,0.7417601056418305,0.7399886780231563,0.7373718339678825,0.733461290223479,0.7179160806953008,0.6810198545032725,0.6074790165683577,0.5204753242915195,0.4316773587904116,0.336042059214167,0.2262239053100818,0.13376200652553433,0.04125594021908219,0.010690624218725393,0.5457563556108623,1732.0,1731.0,1728.0,1723.0,1720.0,1716.0,1711.0,1706.0,1695.0,1654.0,1561.0,1340.0,1091.0,865.0,640.0,396.0,206.0,50.0,7.0,1224.842105263158,540.0,541.0,544.0,549.0,552.0,556.0,561.0,566.0,577.0,618.0,711.0,932.0,1181.0,1407.0,1632.0,1876.0,2066.0,2222.0,2265.0,1047.157894736842,44.0,45.0,48.0,53.0,56.0,60.0,65.0,70.0,81.0,122.0,215.0,436.0,685.0,911.0,1136.0,1380.0,1570.0,1726.0,1769.0,551.1578947368421,0.6716549295774648,0.7103467768884599,0.6848591549295775,0.733274647887324,0.9380630630630631,0.4418604651162791,0.45348837209302323,0.10465116279069768,0.4592595643909218,0.8231225296442688,0.24608501118568232,0.6842090135322537,1183.4377302961743,1666,606,110,30,38,39,9,44.0,447,0.7504940711462451,0.6685739436619719,0.8552927927927928,1519,753,257,1776,2272,110,86
0002,0.40665574052676484,0.7915905796076598,0.32190485334436386,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40665574052676484,0.40628311112828674,0.4022352762046486,0.3809389976391709,0.34624044367004875,0.2811647450546821,0.19123439824783486,0.11126073600047519,0.05734102707938583,0.0,0.3285924284364306,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.33642261353104724,0.3351851851851852,0.32051282051282054,0.3061594202898551,0.2783687943262411,0.22514868309260833,0.13543307086614173,0.07291666666666667,0.031473533619456366,0.0,0.26681180578260255,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.4915510570698013,0.49246199916885686,0.5047948383611015,0.47398352069307453,0.43066050245679854,0.35111737175539226,0.27002706827313144,0.1697684760050391,0.10446851714439465,0.0,0.40593646655556853,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.362,0.35,0.338,0.314,0.265,0.172,0.098,0.044,0.0,0.29331578947368414,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8212669683257918,0.8190045248868778,0.7918552036199095,0.7647058823529411,0.7104072398190046,0.5995475113122172,0.3891402714932127,0.22171945701357465,0.09954751131221719,0.0,0.6636103834246248,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.49301738897341746,0.4939466455561504,0.5063604444881271,0.48571717568109035,0.4564507577891819,0.39542503879393887,0.32128215008020927,0.22141448199387329,0.14694370489503744,0.0,0.41882706784272544,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9972918709436428,0.9949165919762417,0.990609650639917,0.9619474007088088,0.9093593453623261,0.8068530833709568,0.6216824783892787,0.4639948486208325,0.3053924558285865,0.0,0.8435618191754407,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.7915905796076598,0.792366441608361,0.7997959708404125,0.805743927453305,0.81534606630297,0.8314984195763201,0.8629978270444876,0.8926966433040944,0.9163169004084449,1.0,0.8227719996113154,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.42241334462388597,0.422221794438807,0.42033105217957134,0.4002579543172868,0.36773278038738233,0.3050345939646501,0.21551022189905195,0.12898569939529667,0.06779833887606218,0.0,0.3448424148261562,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,362.0,350.0,338.0,314.0,265.0,172.0,98.0,44.0,0.0,293.3157894736842,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,638.0,650.0,662.0,686.0,735.0,828.0,902.0,956.0,1000.0,706.6842105263158,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,80.0,92.0,104.0,128.0,177.0,270.0,344.0,398.0,442.0,148.68421052631578,0.274,0.7915905796076598,0.284,0.363,0.8212669683257918,0.13333333333333333,0.6,0.26666666666666666,0.19834738039758049,0.5034674063800277,0.33905579399141633,0.283,287.3473803975805,363,637,79,10,2,9,4,12.0,233,0.43411927877947293,0.313,0.7081447963800905,313,687,129,442,1000,28,15
0003,0.6100885043779134,0.7937433938485863,0.48425372001293304,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6100885043779134,0.6065141636758895,0.5983087359774011,0.5899047443458663,0.5126507756948993,0.46312596405000944,0.3792227177119426,0.2738138588274169,0.1510303662454634,0.05186742775348737,0.0030743773095067285,0.48001629847332117,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7091988130563798,0.7041420118343196,0.6891495601173021,0.6744186046511628,0.5867768595041323,0.5197889182058048,0.4187192118226601,0.2857142857142857,0.16129032258064516,0.045372050816696916,0.0017391304347826088,0.5510473827994321,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5248288298312331,0.5224222167644483,0.5194421708488703,0.5159816247681297,0.44788885853930144,0.41263992183136033,0.3434518062900334,0.2624091025008621,0.1414230634750806,0.059292670561261626,0.005434782608695652,0.4186234571931127,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7125748502994012,0.7035928143712575,0.6946107784431138,0.6377245508982036,0.5898203592814372,0.5089820359281437,0.38323353293413176,0.23952095808383234,0.0748502994011976,0.0029940119760479044,0.5783170501103057,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.987603305785124,0.9834710743801653,0.9710743801652892,0.9586776859504132,0.8801652892561983,0.8140495867768595,0.7024793388429752,0.5289256198347108,0.3305785123966942,0.10330578512396695,0.004132231404958678,0.7981731187472815,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5255868190374668,0.5240019830763731,0.5222020083922417,0.5198741607996126,0.4720648252634653,0.4427810685102552,0.38731183246285666,0.31356722019944683,0.1834089416037212,0.07954353207843434,0.009174311926605505,0.43074796082369543,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9961962723469,0.9921059332824039,0.9817537072856222,0.972848092998955,0.9009046097630234,0.856932848076316,0.7688182947083874,0.6509749639067074,0.41578331147410097,0.18764079585132215,0.013157894736842105,0.8266677317476727,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7937433938485863,0.7949871577085215,0.7983745036116567,0.8012491162286663,0.816254492413278,0.827950737975837,0.8441763945204298,0.8670465472499512,0.890122079248577,0.9197474951153439,0.9723449815299833,0.8250496868547117,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6128222977761912,0.6101351759274399,0.6045459278588123,0.5986705254499617,0.5344433750775521,0.4933390588109126,0.41810381439147337,0.3171182231053272,0.18404832968191248,0.06661887227961014,0.0040338324478901766,0.49191883236929546,239.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,238.0,235.0,232.0,213.0,197.0,170.0,128.0,80.0,25.0,1.0,193.1578947368421,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,99.0,102.0,121.0,137.0,164.0,206.0,254.0,309.0,333.0,140.8421052631579,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,10.0,29.0,45.0,72.0,114.0,162.0,217.0,241.0,48.8421052631579,0.6826347305389222,0.7949871577085215,0.7005988023952096,0.7125748502994012,0.9834710743801653,0.375,0.625,0.0,0.5365477351336171,0.8263888888888888,0.027777777777777776,0.6982690082323842,189.2069435346281,238,96,4,6,3,5,0,8.0,144,0.6145833333333334,0.5299401197604791,0.731404958677686,177,157,65,242,334,16,8
0004,0.5824163706678195,0.7949533868610726,0.462993866425717,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.5824163706678195,0.581962407365914,0.5776246974978677,0.5343055924937317,0.48491394448861347,0.3822866457348834,0.25903899761565685,0.14920655506337294,0.07212490929662833,0.007589759429428777,0.4670114324033837,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6951530612244898,0.6865482233502538,0.6427688504326329,0.5821428571428572,0.4383116883116883,0.26450999048525214,0.10934891485809682,0.02704791344667697,0.0015071590052750565,0.5484483544676618,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.4864478259478536,0.48720240545377974,0.48598230948925786,0.44414483679152467,0.40392410672798595,0.3334227295424171,0.2536811640370367,0.203592290813034,0.1923254653747041,0.03822055137844611,0.405630216794038,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7109375,0.7096354166666666,0.7044270833333334,0.6770833333333334,0.63671875,0.52734375,0.3619791666666667,0.17057291666666666,0.045572916666666664,0.0026041666666666665,0.5760690789473684,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9732620320855615,0.9714795008912656,0.964349376114082,0.9269162210338681,0.8716577540106952,0.7219251336898396,0.49554367201426025,0.23351158645276293,0.062388591800356503,0.0035650623885918,0.7886293273290178,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.4891694033176071,0.48993126463759756,0.4898026366599891,0.46259951932861626,0.4351158935558815,0.38463576017713275,0.31746587273015153,0.2682774085014049,0.24673886772307907,0.06612903225806452,0.4238100151972625,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9905495207219345,0.9888502232064397,0.9826926705861408,0.9521709192694267,0.8991732154275164,0.7610672126946274,0.5910305073476456,0.4033225824009102,0.3216282468565753,0.09166666666666667,0.8366893395618575,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7949533868610726,0.7954842059519193,0.797066819588366,0.80407737511356,0.8118909861207008,0.8293729346718449,0.8524524192085101,0.883941649563476,0.9215024285487108,0.9553395502129227,0.8210874861889862,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5880765267036273,0.5879932669641679,0.5850975139454236,0.5483822267156321,0.5071351420782332,0.41931896276239883,0.3030301905044389,0.1863527055205462,0.09362068364629302,0.009976606932287654,0.4800880297950366,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,545.0,541.0,520.0,489.0,405.0,278.0,131.0,35.0,2.0,442.42105263157896,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,223.0,227.0,248.0,279.0,363.0,490.0,637.0,733.0,766.0,325.57894736842104,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,20.0,41.0,72.0,156.0,283.0,430.0,526.0,559.0,118.57894736842105,0.6770833333333334,0.7949533868610726,0.69140625,0.7109375,0.9732620320855615,0.5,0.38461538461538464,0.11538461538461539,0.5313080068048771,0.8216704288939052,0.04777070063694268,0.6900502699412002,434.04454922614565,546,222,15,11,13,10,3,16.0,314,0.5613243039879608,0.4856770833333333,0.6648841354723708,373,395,188,561,768,36,26
